sno,dvcat,weight,Survived,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity,caseid
2624,25-39,185.377,survived,airbag,belted,1,f,68,2001,1999,deploy,driver,1,2,0.254189815
2625,24-Oct,563.762,survived,airbag,belted,1,f,39,2001,1998,nodeploy,driver,0,0,0.256261574
2626,25-39,129.757,survived,airbag,belted,1,f,31,2001,2001,deploy,driver,1,3,0.256956019
2627,24-Oct,548.637,survived,airbag,belted,1,f,23,2001,1996,deploy,driver,1,0,0.259039352
2628,24-Oct,548.637,survived,none,none,0,f,68,2001,1986,unavail,driver,0,0,0.259050926
2629,24-Oct,548.637,survived,none,none,0,f,73,2001,1986,unavail,pass,0,1,0.259050926
2630,25-39,34.549,survived,airbag,belted,1,m,46,2001,2001,deploy,driver,1,2,0.263900463
2631,24-Oct,391.692,survived,none,belted,0,f,19,2001,1989,unavail,driver,0,0,0.265300926
2632,24-Oct,391.692,survived,none,belted,0,m,42,2001,1989,unavail,pass,0,1,0.265300926
2633,24-Oct,594.812,survived,airbag,belted,1,f,74,2001,1993,deploy,driver,1,2,0.26599537
2634,24-Oct,155.037,survived,airbag,belted,0,f,16,2001,1999,deploy,driver,1,2,0.268773148
2635,25-39,269.917,survived,none,none,1,f,54,2001,1992,unavail,driver,0,3,0.270844907
2636,24-Oct,269.917,survived,airbag,belted,1,m,65,2001,1998,deploy,driver,1,1,0.270856481
2637,40-54,114.948,survived,airbag,belted,1,f,78,2001,1994,deploy,driver,1,2,0.276400463
2638,40-54,114.948,survived,airbag,none,1,m,88,2001,1994,deploy,pass,1,3,0.276400463
2639,24-Oct,1858.372,survived,airbag,belted,1,m,27,2001,1994,nodeploy,driver,0,0,0.277094907
2640,24-Oct,1189.865,survived,none,belted,1,f,17,2001,1990,unavail,driver,0,0,0.281261574
2641,24-Oct,1770.261,survived,none,belted,0,m,43,2001,1989,unavail,driver,0,0,0.283356481
2642,24-Oct,208.013,survived,airbag,belted,1,f,23,2001,2001,nodeploy,driver,0,2,0.284039352
2643,24-Oct,208.013,survived,airbag,belted,0,f,51,2001,1991,nodeploy,driver,0,0,0.284050926
2644,25-39,122.17,survived,airbag,belted,1,m,35,2001,1992,deploy,driver,1,2,0.28681713
2645,24-Oct,122.17,survived,none,belted,1,f,23,2001,1990,unavail,driver,0,3,0.286828704
2646,1-9km/h,3346.677,survived,none,belted,0,m,80,2001,1984,unavail,driver,0,0,0.287511574
2647,24-Oct,173.684,survived,airbag,none,0,m,35,2001,1997,deploy,driver,1,2,0.288206019
2648,24-Oct,173.684,survived,airbag,none,1,f,28,2001,1999,deploy,driver,1,1,0.288217593
2649,25-39,528.202,survived,airbag,belted,1,m,50,2001,1999,nodeploy,driver,0,0,0.289594907
2650,24-Oct,941.062,survived,airbag,none,1,f,32,2001,2001,deploy,driver,1,1,0.29099537
2651,25-39,263.267,survived,airbag,belted,0,f,45,2001,1997,nodeploy,driver,0,0,0.292372685
2652,24-Oct,122.17,survived,airbag,belted,0,m,46,2001,1998,nodeploy,driver,0,1,0.294456019
2653,24-Oct,122.17,survived,none,none,1,f,24,2001,1994,unavail,driver,0,3,0.294467593
2654,24-Oct,713.695,survived,none,belted,1,m,44,2001,1988,unavail,driver,0,0,0.295150463
2655,24-Oct,713.695,survived,none,belted,1,m,38,2001,1988,unavail,driver,0,1,0.295162037
2656,24-Oct,713.695,survived,none,belted,1,m,38,2001,1988,unavail,pass,0,1,0.295162037
2657,24-Oct,292.411,survived,airbag,belted,0,f,34,2001,1996,nodeploy,driver,0,2,0.296550926
2658,24-Oct,323.588,survived,airbag,none,0,m,61,2001,2001,nodeploy,driver,0,1,0.298634259
2659,24-Oct,111.475,survived,airbag,none,1,m,33,2001,1997,deploy,driver,1,3,0.300706019
2660,24-Oct,111.475,survived,airbag,belted,0,f,59,2001,1994,nodeploy,driver,0,1,0.300717593
2661,24-Oct,798.822,survived,airbag,belted,1,f,53,2001,1996,nodeploy,driver,0,0,0.302094907
2662,24-Oct,798.822,survived,airbag,belted,1,f,16,2001,1996,nodeploy,pass,0,0,0.302094907
2663,24-Oct,1179.389,survived,none,belted,1,m,21,2001,1990,unavail,driver,0,0,0.302789352
2664,24-Oct,325.403,survived,airbag,belted,0,m,39,2001,1997,nodeploy,driver,0,1,0.303483796
2665,40-54,651.667,survived,airbag,none,1,m,61,2001,1994,deploy,driver,1,5,0.304872685
2666,40-54,651.667,survived,airbag,none,1,f,61,2001,1994,deploy,pass,1,5,0.304872685
2667,24-Oct,669.616,survived,none,belted,1,f,38,2001,1990,unavail,driver,0,3,0.307650463
2668,24-Oct,669.616,survived,airbag,belted,0,f,59,2001,1998,nodeploy,driver,0,2,0.307662037
2669,24-Oct,669.616,survived,airbag,belted,0,f,56,2001,1998,nodeploy,pass,0,2,0.307662037
2670,55+,385.513,survived,airbag,belted,1,m,25,2001,1998,deploy,driver,1,2,0.308344907
2671,24-Oct,385.513,survived,airbag,none,0,f,53,2001,2000,nodeploy,driver,0,1,0.309050926
2672,24-Oct,772.047,survived,airbag,belted,0,f,83,2001,1991,deploy,driver,1,5,0.309733796
2673,24-Oct,114.948,survived,airbag,belted,1,f,78,2001,1990,deploy,driver,1,3,0.311122685
2674,24-Oct,114.948,survived,airbag,belted,0,m,21,2001,1999,nodeploy,driver,0,0,0.311134259
2675,24-Oct,114.948,survived,airbag,belted,0,f,20,2001,1999,nodeploy,pass,0,0,0.311134259
2676,24-Oct,266.413,survived,airbag,none,1,m,42,2001,1991,deploy,driver,1,0,0.31181713
2677,24-Oct,266.413,survived,none,none,1,f,32,2001,1991,unavail,pass,0,1,0.31181713
2678,24-Oct,266.413,survived,airbag,none,0,m,66,2001,1997,deploy,driver,1,1,0.311828704
2679,24-Oct,404.567,survived,airbag,none,0,m,20,2001,2000,deploy,driver,1,0,0.312511574
2680,25-39,404.567,survived,airbag,belted,1,f,24,2001,1999,deploy,driver,1,0,0.313206019
2681,24-Oct,106.394,survived,airbag,none,0,m,23,2001,1994,deploy,driver,1,1,0.314606481
2682,24-Oct,960.504,survived,airbag,belted,1,m,44,2001,1992,nodeploy,driver,0,1,0.315300926
2683,24-Oct,1458.593,survived,airbag,belted,1,m,77,2001,2001,deploy,driver,1,0,0.315983796
2684,24-Oct,1458.593,survived,airbag,belted,1,f,75,2001,2001,deploy,pass,1,0,0.315983796
2685,24-Oct,1171.913,survived,airbag,belted,0,f,78,2001,1991,nodeploy,driver,0,0,0.318078704
2686,24-Oct,116.14,survived,airbag,none,0,m,26,2001,1998,deploy,driver,1,0,6:05:01
2687,24-Oct,116.14,survived,airbag,none,0,m,23,2001,1998,deploy,pass,1,1,6:05:01
2688,25-39,326.71,survived,airbag,belted,1,m,38,2001,1995,deploy,driver,1,2,6:06:01
2689,24-Oct,15.632,survived,airbag,none,1,f,36,2001,1994,deploy,driver,1,2,6:07:01
2690,25-39,15.632,survived,airbag,none,1,m,43,2001,2000,deploy,driver,1,0,6:07:02
2691,25-39,15.632,survived,airbag,none,1,f,38,2001,2000,deploy,pass,1,3,6:07:02
2692,25-39,15.632,survived,airbag,none,1,m,47,2001,2000,deploy,driver,1,3,6:11:01
2693,25-39,15.632,survived,airbag,none,1,m,32,2001,2000,deploy,pass,1,3,6:11:01
2694,25-39,22.801,survived,none,none,1,m,69,2001,1983,unavail,driver,0,4,6:13:01
2695,25-39,108.397,survived,airbag,none,1,f,21,2001,1998,deploy,driver,1,1,6:15:01
2696,25-39,108.397,survived,airbag,none,1,f,20,2001,1998,deploy,pass,1,2,6:15:01
2697,25-39,20.359,survived,none,none,1,f,17,2001,1988,unavail,driver,0,1,6:19:01
2698,25-39,20.359,survived,none,none,1,m,70,2001,1988,unavail,pass,0,2,6:19:01
2699,24-Oct,15.632,survived,airbag,none,0,f,22,2001,1999,deploy,driver,1,2,6:20:01
2700,24-Oct,15.632,survived,airbag,none,0,m,22,2001,1999,deploy,pass,1,2,6:20:01
2701,24-Oct,110.509,survived,airbag,none,0,f,21,2001,2001,nodeploy,driver,0,1,6:21:02
2702,24-Oct,403.189,survived,airbag,none,1,m,34,2001,1998,deploy,driver,1,0,6:22:01
2703,24-Oct,403.189,survived,airbag,none,0,f,26,2001,2000,nodeploy,driver,0,1,6:22:02
2704,24-Oct,15.632,survived,airbag,none,1,f,19,2001,1997,deploy,driver,1,0,6:26:01
2705,24-Oct,15.632,survived,airbag,none,0,f,35,2001,2001,deploy,driver,1,0,6:26:02
2706,24-Oct,15.632,survived,airbag,none,0,f,28,2001,2001,deploy,pass,1,3,6:26:02
2707,24-Oct,186.528,survived,airbag,none,0,f,48,2001,1998,nodeploy,driver,0,1,6:27:02
2708,24-Oct,43.116,survived,airbag,none,1,m,42,2001,1999,nodeploy,driver,0,3,6:38:01
2709,24-Oct,96.431,survived,airbag,none,0,f,84,2001,1999,nodeploy,driver,0,2,6:46:02
2710,1-9km/h,96.431,survived,airbag,belted,0,m,38,2001,1998,nodeploy,driver,0,5,6:47:01
2711,24-Oct,102.766,survived,airbag,none,1,m,25,2001,1999,deploy,driver,1,0,6:58:01
2712,24-Oct,82.354,survived,airbag,none,1,m,19,2001,2002,deploy,driver,1,1,0.295150463
2713,24-Oct,82.354,survived,airbag,none,1,m,21,2001,2002,deploy,pass,1,0,0.295150463
2714,40-54,54.266,survived,none,none,1,m,26,2001,1990,unavail,driver,0,3,0.298622685
2715,40-54,54.266,survived,none,none,1,f,19,2001,1990,unavail,pass,0,3,0.298622685
2716,24-Oct,64.757,survived,airbag,none,0,m,37,2001,1999,nodeploy,driver,0,1,0.299328704
2717,24-Oct,64.757,survived,airbag,none,0,f,36,2001,1999,nodeploy,pass,0,1,0.299328704
2718,1-9km/h,182.166,survived,airbag,none,1,m,73,2001,1994,deploy,driver,1,5,0.300011574
2719,24-Oct,417.099,survived,airbag,belted,1,m,24,2001,1997,deploy,driver,1,0,0.301400463
2720,25-39,196.026,survived,none,belted,1,m,55,2001,1989,unavail,driver,0,0,0.302789352
2721,25-39,151.334,survived,airbag,none,0,f,23,2001,1998,deploy,driver,1,1,0.303483796
2722,24-Oct,114.028,survived,airbag,none,1,f,20,2001,2000,deploy,driver,1,5,0.304872685
2723,24-Oct,466.97,survived,airbag,none,0,m,38,2001,1994,nodeploy,driver,0,0,0.306273148
2724,24-Oct,47.522,survived,none,none,1,m,45,2001,1988,unavail,driver,0,0,0.307650463
2725,24-Oct,47.522,survived,none,none,1,f,33,2001,1988,unavail,pass,0,1,0.307650463
2726,25-39,47.522,survived,none,none,0,m,25,2001,1992,unavail,driver,0,0,0.307662037
2727,24-Oct,61.634,survived,airbag,none,1,m,17,2001,2002,nodeploy,driver,0,0,0.308344907
2728,24-Oct,245.528,survived,none,none,1,m,36,2001,1989,unavail,driver,0,2,0.31181713
2729,24-Oct,245.528,survived,none,belted,0,m,68,2001,1987,unavail,driver,0,0,0.311828704
2730,40-54,17.241,Not_Survived,none,belted,1,m,82,2001,1988,unavail,driver,0,4,0.313206019
2731,40-54,17.241,survived,none,none,1,m,54,2001,1988,unavail,pass,0,1,0.313206019
2732,24-Oct,105.582,survived,airbag,none,1,f,40,2001,1998,deploy,driver,1,1,0.313900463
2733,24-Oct,105.582,survived,airbag,none,1,f,40,2001,1998,deploy,pass,1,0,0.313900463
2734,24-Oct,43.171,survived,airbag,none,1,f,23,2001,2000,deploy,driver,1,5,0.315289352
2735,24-Oct,41.294,survived,airbag,belted,1,m,23,2001,2001,nodeploy,driver,0,0,0.318078704
2736,25-39,116.164,survived,none,belted,1,f,79,2001,1990,unavail,driver,0,1,0.318761574
2737,40-54,110.509,survived,airbag,belted,1,f,31,2001,1999,deploy,driver,1,1,0.320150463
2738,24-Oct,51.482,survived,none,belted,0,m,61,2001,1990,unavail,driver,0,2,0.322928241
2739,1-9km/h,51.482,survived,airbag,none,1,m,22,2001,1997,deploy,driver,1,0,0.322939815
2740,25-39,84.583,survived,airbag,belted,0,m,85,2001,1991,deploy,driver,1,3,8:01:01
2741,40-54,84.583,survived,airbag,belted,1,f,22,2001,1997,deploy,driver,1,1,8:01:02
2742,24-Oct,1090.546,survived,airbag,belted,1,f,62,2001,1994,nodeploy,driver,0,0,8:02:01
2743,24-Oct,81.985,survived,none,none,1,m,53,2001,1990,unavail,driver,0,3,8:03:01
2744,24-Oct,84.583,survived,airbag,belted,1,m,54,2001,1998,nodeploy,driver,0,0,8:05:01
2745,25-39,84.583,survived,none,belted,0,f,58,2001,1988,unavail,driver,0,3,8:05:02
2746,24-Oct,533.285,survived,none,none,1,f,24,2001,1990,unavail,driver,0,0,8:06:01
2747,24-Oct,533.285,survived,none,none,1,f,30,2001,1990,unavail,pass,0,2,8:06:01
2748,24-Oct,1195.643,survived,none,none,1,m,48,2001,1987,unavail,driver,0,1,8:08:01
2749,24-Oct,1324.041,survived,airbag,belted,0,f,77,2001,1999,nodeploy,driver,0,1,8:11:01
2750,24-Oct,1324.041,survived,airbag,belted,0,m,79,2001,1999,nodeploy,pass,0,1,8:11:01
2751,24-Oct,134.524,survived,airbag,none,1,m,23,2001,1994,deploy,driver,1,3,8:12:01
2752,25-39,351.598,survived,airbag,belted,0,m,24,2001,1998,nodeploy,driver,0,2,8:13:01
2753,24-Oct,351.598,survived,airbag,belted,0,m,50,2001,1997,nodeploy,driver,0,1,8:14:01
2754,24-Oct,351.598,survived,airbag,none,1,m,24,2001,1998,deploy,driver,1,1,8:14:02
2755,25-39,704.126,survived,none,none,1,f,35,2001,1983,unavail,driver,0,2,8:15:01
2756,24-Oct,1069.265,survived,none,belted,0,m,47,2001,1993,unavail,driver,0,0,8:16:01
2757,24-Oct,1069.265,survived,airbag,belted,1,f,25,2001,1999,nodeploy,driver,0,0,8:16:02
2758,55+,71.327,Not_Survived,none,belted,0,m,20,2001,1993,unavail,driver,0,4,8:17:01
2759,25-39,71.327,survived,airbag,belted,1,f,41,2001,2001,deploy,driver,1,2,8:17:02
2760,25-39,71.327,survived,airbag,belted,1,m,19,2001,2001,deploy,pass,1,1,8:17:02
2761,25-39,89.836,survived,airbag,belted,0,m,51,2001,1999,deploy,driver,1,3,8:19:02
2762,25-39,89.836,survived,airbag,none,0,f,50,2001,1999,deploy,pass,1,3,8:19:02
2763,24-Oct,89.836,survived,airbag,belted,0,m,53,2001,1995,nodeploy,driver,0,0,8:19:03
2764,24-Oct,89.836,survived,airbag,belted,0,m,17,2001,1995,nodeploy,pass,0,0,8:19:03
2765,24-Oct,3613.565,survived,none,none,0,m,44,2001,1984,unavail,driver,0,1,8:20:02
2766,24-Oct,3613.565,survived,none,none,0,f,30,2001,1984,unavail,pass,0,1,8:20:02
2767,24-Oct,3613.565,survived,none,none,1,m,26,2001,1994,unavail,driver,0,0,8:20:03
2768,40-54,52.993,survived,none,belted,1,m,71,2001,1993,unavail,driver,0,2,8:21:01
2769,40-54,52.993,survived,none,belted,1,f,24,2001,1991,unavail,driver,0,3,8:21:02
2770,40-54,52.993,Not_Survived,none,belted,1,f,45,2001,1991,unavail,pass,0,4,8:21:02
2771,40-54,73.588,Not_Survived,airbag,none,1,m,58,2001,1991,deploy,driver,1,4,8:22:01
2772,40-54,73.588,survived,none,belted,1,m,44,2001,1989,unavail,driver,0,1,8:22:02
2773,25-39,77.058,survived,none,belted,1,f,52,2001,1988,unavail,driver,0,3,8:23:01
2774,24-Oct,695.665,survived,airbag,belted,0,m,47,2001,1996,deploy,driver,1,0,8:24:02
2775,24-Oct,695.665,survived,airbag,belted,0,f,47,2001,1996,deploy,pass,1,5,8:24:02
2776,25-39,142.879,survived,airbag,belted,1,f,16,2001,2000,deploy,driver,1,2,8:28:01
2777,25-39,142.879,survived,airbag,belted,1,m,16,2001,2000,deploy,pass,1,1,8:28:01
2778,25-39,75.795,survived,airbag,none,1,f,38,2001,1996,deploy,driver,1,3,8:29:01
2779,40-54,84.583,survived,none,none,1,m,35,2001,1994,unavail,driver,0,3,8:30:01
2780,40-54,84.583,survived,airbag,none,1,m,47,2001,1994,nodeploy,driver,0,3,8:30:02
2781,24-Oct,330.008,survived,airbag,none,1,f,36,2001,1998,deploy,driver,1,2,8:31:01
2782,24-Oct,330.008,survived,airbag,none,1,f,42,2001,1995,deploy,driver,1,1,8:32:01
2783,24-Oct,330.008,survived,airbag,belted,1,m,84,2001,1998,deploy,driver,1,1,8:32:02
2784,24-Oct,1481.738,survived,airbag,belted,1,m,22,2001,1991,nodeploy,driver,0,0,8:34:01
2785,25-39,81.985,survived,airbag,belted,1,m,23,2001,1997,deploy,driver,1,3,8:35:01
2786,24-Oct,935.447,survived,airbag,belted,1,f,33,2001,1994,nodeploy,driver,0,0,8:37:01
2787,24-Oct,935.447,survived,airbag,belted,1,f,35,2001,1994,nodeploy,pass,0,1,8:37:01
2788,24-Oct,197.169,survived,airbag,belted,0,f,54,2001,2000,nodeploy,driver,0,1,8:39:02
2789,24-Oct,394.861,survived,airbag,none,1,m,32,2001,1995,deploy,driver,1,2,8:40:01
2790,24-Oct,885.292,survived,none,belted,1,m,49,2001,1984,unavail,driver,0,0,8:43:02
2791,25-39,52.993,survived,none,belted,0,f,88,2001,1989,unavail,driver,0,1,8:44:01
2792,25-39,52.993,Not_Survived,none,none,0,m,87,2001,1989,unavail,pass,0,4,8:44:01
2793,25-39,52.993,survived,airbag,belted,1,f,46,2001,1994,deploy,driver,1,0,8:44:02
2794,25-39,140.875,survived,none,none,1,m,19,2001,1987,unavail,driver,0,2,8:45:01
2795,25-39,140.875,survived,none,none,1,m,18,2001,1987,unavail,pass,0,2,8:45:01
2796,25-39,493.548,survived,airbag,belted,1,m,31,2001,1998,deploy,driver,1,2,8:46:01
2797,25-39,107.677,survived,airbag,none,1,m,38,2001,1994,deploy,driver,1,3,8:48:01
2798,25-39,350.53,survived,airbag,belted,0,m,78,2001,1998,nodeploy,driver,0,1,8:49:01
2799,24-Oct,350.53,survived,airbag,belted,1,m,58,2001,1996,nodeploy,driver,0,0,8:49:02
2800,55+,134.524,survived,none,none,1,f,17,2001,1988,unavail,driver,0,3,8:53:01
2801,55+,134.524,survived,none,none,1,f,16,2001,1988,unavail,pass,0,2,8:53:01
2802,24-Oct,513.407,survived,airbag,belted,0,f,59,2001,1999,nodeploy,driver,0,1,8:54:02
2803,24-Oct,1561.353,survived,airbag,belted,0,f,22,2001,1998,nodeploy,driver,0,0,8:56:01
2804,24-Oct,1561.353,survived,airbag,belted,1,m,41,2001,1995,nodeploy,driver,0,0,8:56:02
2805,25-39,323.031,survived,none,belted,1,m,48,2001,1991,unavail,driver,0,1,8:57:01
2806,24-Oct,323.031,survived,none,none,0,f,53,2001,1987,unavail,driver,0,2,8:58:02
2807,25-39,490.545,survived,airbag,belted,1,m,52,2001,1998,deploy,driver,1,2,8:59:01
2808,24-Oct,490.545,survived,airbag,belted,0,m,44,2001,1994,nodeploy,driver,0,0,8:59:02
2809,1-9km/h,724.246,survived,airbag,belted,1,m,59,2001,1997,nodeploy,driver,0,0,0.375011574
2810,1-9km/h,724.246,survived,airbag,belted,1,f,32,2001,1997,nodeploy,pass,0,0,0.375011574
2811,24-Oct,724.246,survived,none,belted,0,f,25,2001,1994,unavail,driver,0,0,0.375023148
2812,24-Oct,64.694,survived,none,belted,0,f,18,2001,1990,unavail,driver,0,2,0.375706019
2813,24-Oct,64.694,survived,airbag,belted,1,f,38,2001,1999,nodeploy,driver,0,3,0.375717593
2814,40-54,377.633,survived,airbag,belted,0,m,39,2001,1999,deploy,driver,1,2,0.376400463
2815,24-Oct,756.266,survived,airbag,none,1,f,18,2001,1992,deploy,driver,1,1,0.377094907
2816,24-Oct,756.266,survived,none,none,1,m,17,2001,1992,unavail,pass,0,1,0.377094907
2817,24-Oct,756.266,survived,none,belted,0,f,80,2001,1992,unavail,driver,0,0,0.377106481
2818,24-Oct,146.594,survived,none,belted,1,m,21,2001,1989,unavail,driver,0,1,0.378483796
2819,24-Oct,146.594,survived,none,belted,1,f,39,2001,1989,unavail,pass,0,1,0.378483796
2820,25-39,146.594,survived,airbag,none,1,f,24,2001,2000,deploy,driver,1,1,0.37849537
2821,24-Oct,445.816,survived,airbag,belted,1,f,18,2001,1991,nodeploy,driver,0,0,0.38056713
2822,24-Oct,445.816,survived,airbag,belted,0,f,23,2001,1999,nodeploy,driver,0,0,0.380590278
2823,24-Oct,445.816,survived,airbag,belted,0,m,25,2001,1999,nodeploy,pass,0,0,0.380590278
2824,24-Oct,658.207,survived,none,belted,1,m,64,2001,1986,unavail,driver,0,1,0.381273148
2825,24-Oct,81.985,survived,airbag,none,0,f,40,2001,2000,nodeploy,driver,0,1,0.381979167
2826,24-Oct,81.985,survived,airbag,belted,1,m,44,2001,1997,nodeploy,driver,0,3,0.381990741
2827,24-Oct,452.799,survived,none,belted,0,f,22,2001,1999,unavail,driver,0,0,0.382650463
2828,24-Oct,452.799,survived,none,belted,0,f,21,2001,1999,unavail,pass,0,,0.382650463
2829,24-Oct,452.799,survived,none,none,1,m,27,2001,1986,unavail,driver,0,0,0.382662037
2830,24-Oct,452.799,survived,none,none,1,m,17,2001,1986,unavail,pass,0,0,0.382662037
2831,24-Oct,2033.068,survived,airbag,belted,0,f,38,2001,1995,nodeploy,driver,0,0,0.384050926
2832,24-Oct,169.8,survived,airbag,none,1,m,24,2001,2000,nodeploy,driver,0,1,0.384733796
2833,24-Oct,169.8,survived,none,belted,0,f,54,2001,1989,unavail,driver,0,1,0.38474537
2834,24-Oct,169.8,survived,airbag,belted,0,f,18,2001,2000,nodeploy,driver,0,1,0.385439815
2835,24-Oct,250.537,survived,airbag,belted,1,m,32,2001,1996,nodeploy,driver,0,0,0.386122685
2836,24-Oct,380.458,survived,airbag,belted,1,m,36,2001,1997,nodeploy,driver,0,0,0.38681713
2837,24-Oct,380.458,survived,airbag,belted,0,m,22,2001,1998,nodeploy,driver,0,0,0.386828704
2838,24-Oct,561.712,survived,none,belted,0,f,19,2001,1990,unavail,driver,0,0,0.387511574
2839,25-39,113.354,survived,airbag,none,1,m,48,2001,1997,deploy,driver,1,3,0.388900463
2840,24-Oct,510.995,survived,airbag,belted,1,f,18,2001,2001,deploy,driver,1,1,0.389594907
2841,24-Oct,510.995,survived,none,belted,1,m,78,2001,1993,unavail,driver,0,0,0.389606481
2842,24-Oct,510.995,survived,none,belted,1,f,81,2001,1993,unavail,pass,0,0,0.389606481
2843,24-Oct,1554.019,survived,airbag,belted,1,m,81,2001,1998,deploy,driver,1,0,0.390300926
2844,24-Oct,184.934,survived,airbag,belted,1,f,16,2001,1993,deploy,driver,1,1,0.391678241
2845,24-Oct,184.934,survived,airbag,none,1,f,51,2001,2001,deploy,driver,1,1,0.391689815
2846,24-Oct,175.699,survived,airbag,none,1,f,21,2001,1998,deploy,driver,1,1,0.395150463
2847,24-Oct,175.699,survived,airbag,belted,1,f,22,2001,1998,deploy,pass,1,1,0.395150463
2848,24-Oct,175.699,survived,airbag,belted,0,m,16,2001,1995,deploy,driver,1,1,0.395162037
2849,24-Oct,175.699,survived,none,belted,0,f,48,2001,1995,unavail,pass,0,1,0.395162037
2850,24-Oct,351.863,survived,airbag,belted,1,f,69,2001,1994,nodeploy,driver,0,1,0.395856481
2851,24-Oct,351.863,survived,airbag,belted,0,f,54,2001,1995,nodeploy,driver,0,0,0.395868056
2852,25-39,87.077,survived,airbag,none,1,f,26,2001,2000,nodeploy,driver,0,3,0.397233796
2853,24-Oct,483.5,survived,none,belted,1,f,38,2001,1991,unavail,driver,0,0,0.39931713
2854,24-Oct,483.5,survived,airbag,belted,0,f,33,2001,1998,nodeploy,driver,0,0,0.399328704
2855,24-Oct,713.845,survived,airbag,belted,0,f,81,2001,1996,nodeploy,driver,0,0,0.400011574
2856,24-Oct,216.193,survived,none,none,1,f,66,2001,1986,unavail,driver,0,1,0.400706019
2857,24-Oct,216.193,survived,none,none,1,f,51,2001,1986,unavail,pass,0,1,0.400706019
2858,24-Oct,216.193,survived,airbag,belted,0,m,57,2001,2000,nodeploy,driver,0,0,0.400717593
2859,24-Oct,216.193,survived,airbag,none,0,f,47,2001,2000,nodeploy,pass,0,0,0.400717593
2860,25-39,657.476,survived,airbag,none,1,m,59,2001,1999,deploy,driver,1,0,0.402094907
2861,24-Oct,970.705,survived,airbag,none,1,m,17,2001,1997,deploy,driver,1,2,0.402789352
2862,24-Oct,970.705,survived,airbag,none,1,m,18,2001,1997,deploy,pass,1,1,0.402789352
2863,1-9km/h,73.588,Not_Survived,airbag,none,0,m,37,2001,1995,deploy,driver,1,4,0.403483796
2864,25-39,196.521,survived,airbag,belted,1,m,85,2001,1997,deploy,driver,1,1,0.404189815
2865,24-Oct,597.651,survived,airbag,belted,0,m,21,2001,1993,nodeploy,driver,0,0,0.404884259
2866,24-Oct,597.651,survived,airbag,belted,0,f,21,2001,1993,nodeploy,pass,0,0,0.404884259
2867,24-Oct,597.651,survived,airbag,belted,0,f,44,2001,1998,nodeploy,driver,0,0,0.404895833
2868,24-Oct,597.651,survived,airbag,belted,0,m,31,2001,1998,nodeploy,pass,0,0,0.404895833
2869,55+,277.709,survived,airbag,none,1,m,45,2001,1991,deploy,driver,1,3,0.406261574
2870,55+,277.709,survived,none,none,1,m,40,2001,1991,unavail,pass,0,3,0.406261574
2871,24-Oct,107.677,survived,none,none,0,m,16,2001,1986,unavail,driver,0,3,0.406956019
2872,24-Oct,107.677,survived,none,none,0,m,16,2001,1986,unavail,pass,0,1,0.406956019
